NHGISCODE|GJOIN1970|GJOIN1980|GJOIN1990|GJOIN2000|GJOIN2012|STATE|COUNTY|TRACTA|Total_1970|Total_1980|Total_1990|Total_2000|Total_2010|High_Attainment_1970|High_Attainment_1980|High_Attainment_1990|High_Attainment_2000|High_Attainment_2010
G1701430004100|G17014300041|||||Illinois|Peoria County|4100|1076.0|0.0|0.0|0.0|0.0|0.05204460966542751||||
G1701430004101||G1701430004101|G1701430004101|G1701430004101|G1701430004101|Illinois|Peoria County|4101|0.0|1546.0|1954.0|2769.0|4322.0||0.17011642949547218|0.3188331627430911|0.47417840375586856|0.5131883387320685
G1701430004102||G1701430004102|G1701430004102|G1701430004102|G1701430004102|Illinois|Peoria County|4102|0.0|0.0|2713.0|2716.0|2423.0|||0.1854036122373756|0.20397643593519882|0.2282294676021461
G1701430004200|G17014300042|G17014300042|G17014300042|G1701430004200|G1701430004200|Illinois|Peoria County|4200|2586.0|2844.0|2906.0|2745.0|2637.0|0.10363495746326373|0.15154711673699015|0.18341362697866484|0.19927140255009107|0.211224876753887
G1701430004300|G17014300043|G17014300043|G17014300043|G1701430004300|G1701430004300|Illinois|Peoria County|4300|2206.0|1920.0|1864.0|1824.0|1742.0|0.02402538531278332|0.06041666666666667|0.0917381974248927|0.07346491228070176|0.19058553386911595
G1701430004400|G17014300044|G17014300044|G17014300044|G1701430004400|G1701430004400|Illinois|Peoria County|4400|4049.0|4061.0|3878.0|3481.0|3342.0|0.11607804396147196|0.16055158827874907|0.1557503867973182|0.18500430910657856|0.348294434470377
G1701430004500|G17014300045|G17014300045|G17014300045|G1701430004500|G1701430004500|Illinois|Peoria County|4500|2549.0|3182.0|3325.0|3834.0|3888.0|0.02706943899568458|0.05562539283469516|0.09203007518796992|0.10067814293166406|0.12705761316872427
G1701430004600|G17014300046|G17014300046|G17014300046|G1701430004600|G1701430004600|Illinois|Peoria County|4600|3612.0|3539.0|3669.0|3759.0|3853.0|0.03986710963455149|0.033907883582933035|0.05560098119378577|0.09683426443202979|0.12795224500389307
G1701430004700|G17014300047|||||Illinois|Peoria County|4700|1029.0|0.0|0.0|0.0|0.0|0.004859086491739553||||
G1701430004800|G17014300048|G17014300048||||Illinois|Peoria County|4800|4252.0|5936.0|0.0|0.0|0.0|0.04233301975540922|0.07580862533692723|||
G1701430004801|||G1701430004801|G1701430004801|G1701430004801|Illinois|Peoria County|4801|0.0|0.0|2634.0|2797.0|3336.0|||0.08769931662870159|0.15087593850554165|0.18405275779376498
G1701430004802|||G1701430004802|G1701430004802|G1701430004802|Illinois|Peoria County|4802|0.0|0.0|3275.0|3176.0|2993.0|||0.09068702290076336|0.08249370277078086|0.12829936518543267
G1701430004900|G17014300049|G17014300049||||Illinois|Peoria County|4900|3473.0|0.0|0.0|0.0|0.0|0.04463000287935502||||
G1701430004901|||G1701430004901|G1701430004901|G1701430004901|Illinois|Peoria County|4901|0.0|0.0|2339.0|2494.0|2766.0|||0.0705429670799487|0.08580593424218123|0.1540130151843818
G1701430004902|||G1701430004902|G1701430004902|G1701430004902|Illinois|Peoria County|4902|0.0|0.0|2524.0|3202.0|3314.0|||0.08438985736925515|0.16583385384134916|0.21726010863005432
G1701430005000|||||G1701430005000|Illinois|Peoria County|5000|0.0|0.0|0.0|0.0|1395.0|||||0.052329749103942655
G1701430005097|||G1701430005097|||Illinois|Peoria County|5097|0.0|0.0|0.0|0.0|0.0|||||
G1701430005098|||G1701430005098|||Illinois|Peoria County|5098|0.0|0.0|0.0|0.0|0.0|||||
G1701450030100|||G17014500301|G1701450030100|G1701450030100|Illinois|Perry County|30100|0.0|0.0|2067.0|2239.0|2318.0|||0.025157232704402517|0.06610093791871371|0.14236410698878343
G1701450030200|||G17014500302|G1701450030200|G1701450030200|Illinois|Perry County|30200|0.0|0.0|4002.0|5394.0|5164.0|||0.079960019990005|0.08305524657026325|0.1647947327652982
G1701450030300|||G17014500303|G1701450030300|G1701450030300|Illinois|Perry County|30300|0.0|0.0|1429.0|1557.0|1446.0|||0.05598320503848846|0.05844572896596018|0.08367911479944674
G1701450030400|||G17014500304|G1701450030400|G1701450030400|Illinois|Perry County|30400|0.0|0.0|1785.0|1750.0|1823.0|||0.05826330532212885|0.05142857142857143|0.102029621503017
G1701450030500|||G17014500305|G1701450030500|G1701450030500|Illinois|Perry County|30500|0.0|0.0|1613.0|1873.0|1862.0|||0.1500309981401116|0.19060331019754403|0.1723952738990333
G1701450030600|||G17014500306|G1701450030600|G1701450030600|Illinois|Perry County|30600|0.0|0.0|3025.0|2914.0|2775.0|||0.07371900826446282|0.1547700754975978|0.15603603603603602
G1701470954500|||G17014709545|G1701470954500|G1701470954500|Illinois|Piatt County|954500|0.0|0.0|2567.0|2939.0|3246.0|||0.1456953642384106|0.2106158557332426|0.22828096118299446
G1701470954600|||G17014709546|G1701470954600|G1701470954600|Illinois|Piatt County|954600|0.0|0.0|3529.0|3798.0|4176.0|||0.2340606404080476|0.31068983675618744|0.3505747126436782
G1701470954700|||G17014709547|G1701470954700|G1701470954700|Illinois|Piatt County|954700|0.0|0.0|2467.0|2491.0|2415.0|||0.10822861775435752|0.12083500602167804|0.12629399585921325
G1701470954800|||G17014709548|G1701470954800|G1701470954800|Illinois|Piatt County|954800|0.0|0.0|1895.0|1890.0|1807.0|||0.10131926121372031|0.12698412698412698|0.20697288323187604
G1701490952400|||G17014909524|G1701490952400|G1701490952400|Illinois|Pike County|952400|0.0|0.0|2465.0|2360.0|2067.0|||0.09168356997971602|0.0902542372881356|0.14271891630382197
G1701490952500|||G17014909525|G1701490952500|G1701490952500|Illinois|Pike County|952500|0.0|0.0|2057.0|1917.0|1802.0|||0.06611570247933884|0.10745957224830464|0.10543840177580466
G1701490952600|||G17014909526|G1701490952600|G1701490952600|Illinois|Pike County|952600|0.0|0.0|2393.0|2416.0|2366.0|||0.0710405348934392|0.08567880794701986|0.07058326289095519
G1701490952700|||G17014909527|G1701490952700|G1701490952700|Illinois|Pike County|952700|0.0|0.0|3078.0|3389.0|3358.0|||0.11728395061728394|0.1413396282089112|0.19743895175699822
G1701490952800|||G17014909528|G1701490952800|G1701490952800|Illinois|Pike County|952800|0.0|0.0|1827.0|1782.0|1721.0|||0.03284072249589491|0.04040404040404041|0.08657757117954677
G1701510971200|||G17015109712|G1701510971200|G1701510971200|Illinois|Pope County|971200|0.0|0.0|1459.0|1501.0|1694.0|||0.047292666209732694|0.1105929380413058|0.15171192443919718
G1701510971300|||G17015109713|G1701510971300|G1701510971300|Illinois|Pope County|971300|0.0|0.0|1362.0|1488.0|1494.0|||0.07929515418502203|0.09946236559139784|0.10642570281124498
G1701530971000|||G17015309710|G1701530971000|G1701530971000|Illinois|Pulaski County|971000|0.0|0.0|2305.0|2257.0|2002.0|||0.04251626898047722|0.056712450155073105|0.08891108891108891
G1701530971100|||G17015309711|G1701530971100|G1701530971100|Illinois|Pulaski County|971100|0.0|0.0|2511.0|2447.0|2140.0|||0.07805655117483075|0.08459337964854924|0.15373831775700936
G1701550954500|||G17015509545|G1701550954500|G1701550954500|Illinois|Putnam County|954500|0.0|0.0|1877.0|2055.0|2005.0|||0.09856153436334576|0.09683698296836983|0.13466334164588528
G1701550954600|||G17015509546|G1701550954600|G1701550954600|Illinois|Putnam County|954600|0.0|0.0|1906.0|2081.0|2252.0|||0.09811122770199371|0.14416146083613648|0.15408525754884547
G1701570950500|||G17015709505|G1701570950500|G1701570950500|Illinois|Randolph County|950500|0.0|0.0|1759.0|1694.0|1702.0|||0.04036384309266629|0.05371900826446281|0.10164512338425381
G1701570950600|||G17015709506|G1701570950600|G1701570950600|Illinois|Randolph County|950600|0.0|0.0|3059.0|3090.0|3255.0|||0.14481856815952926|0.1203883495145631|0.1913978494623656
G1701570950700|||G17015709507|G1701570950700|G1701570950700|Illinois|Randolph County|950700|0.0|0.0|2009.0|4240.0|1695.0|||0.08362369337979095|0.0330188679245283|0.08200589970501475
G1701570950800|||G17015709508|G1701570950800|G1701570950800|Illinois|Randolph County|950800|0.0|0.0|2715.0|2997.0|3405.0|||0.1141804788213628|0.12012012012012012|0.15712187958883994
G1701570950900|||G17015709509|G1701570950900|G1701570950900|Illinois|Randolph County|950900|0.0|0.0|2469.0|2508.0|2509.0|||0.04455245038477116|0.0733652312599681|0.10561976883220406
G1701570951000|||G17015709510|G1701570951000|G1701570951000|Illinois|Randolph County|951000|0.0|0.0|1841.0|1940.0|2072.0|||0.07658881042911461|0.08144329896907217|0.07963320463320463
G1701570951100|||G17015709511|G1701570951100|G1701570951100|Illinois|Randolph County|951100|0.0|0.0|2420.0|2471.0|2350.0|||0.07561983471074381|0.07891541885876163|0.10127659574468086
G1701570951200|||G17015709512|G1701570951200|G1701570951200|Illinois|Randolph County|951200|0.0|0.0|4514.0|2004.0|4670.0|||0.05582631812140009|0.10179640718562874|0.061670235546038545
G1701570951300|||G17015709513|G1701570951300|G1701570951300|Illinois|Randolph County|951300|0.0|0.0|2061.0|2197.0|2378.0|||0.1091703056768559|0.1338188438780155|0.13961312026913372
G1701590977900|||G17015909779|G1701590977900|G1701590977900|Illinois|Richland County|977900|0.0|0.0|3039.0|2668.0|2605.0|||0.1332675222112537|0.14617691154422788|0.181957773512476
G1701590978000|||G17015909780|G1701590978000|G1701590978000|Illinois|Richland County|978000|0.0|0.0|1500.0|1437.0|1586.0|||0.092|0.07376478775226165|0.10151324085750316
G1701590978100|||G17015909781|G1701590978100|G1701590978100|Illinois|Richland County|978100|0.0|0.0|2049.0|2653.0|2880.0|||0.15080527086383602|0.19449679607990952|0.29409722222222223
G1701590978200|||G17015909782|G1701590978200|G1701590978200|Illinois|Richland County|978200|0.0|0.0|1912.0|1721.0|1716.0|||0.1297071129707113|0.19058686809994188|0.18356643356643357
G1701590978300|||G17015909783|G1701590978300|G1701590978300|Illinois|Richland County|978300|0.0|0.0|2417.0|2348.0|2553.0|||0.08440215142738933|0.131175468483816|0.16882099490795144
G1701590990100||G17015909901||||Illinois|Richland County|990100|0.0|3248.0|0.0|0.0|0.0||0.1539408866995074|||
G1701590990200||G17015909902||||Illinois|Richland County|990200|0.0|2388.0|0.0|0.0|0.0||0.09170854271356783|||
G1701590999999||G1701590999999||||Illinois|Richland County|999999|0.0|926.0|0.0|0.0|0.0||0.12419006479481641|||
G1701610020100|G17016100201|G17016100201|G17016100201|G1701610020100|G1701610020100|Illinois|Rock Island County|20100|3409.0|4300.0|4410.0|4957.0|5022.0|0.04605456145497213|0.08255813953488372|0.12290249433106576|0.1811579584426064|0.2303863002787734
G1701610020200|G17016100202|G17016100202|G17016100202|G1701610020200|G1701610020200|Illinois|Rock Island County|20200|1939.0|1994.0|2066.0|2112.0|2504.0|0.01701908200103146|0.07923771313941826|0.06582768635043562|0.08948863636363637|0.16773162939297126
G1701610020300|G17016100203|G17016100203|G17016100203|G1701610020300|G1701610020300|Illinois|Rock Island County|20300|3573.0|3977.0|3941.0|4408.0|4488.0|0.04030226700251889|0.09806386723661051|0.08043643745242324|0.0911978221415608|0.14260249554367202
G1701610020400|G17016100204|G17016100204|G17016100204|G1701610020400|G1701610020400|Illinois|Rock Island County|20400|2819.0|3217.0|3853.0|3241.0|4273.0|0.044341965235899256|0.07180603046316444|0.08564754736568907|0.1410058623881518|0.1366721273110227
G1701610020500|G17016100205|||||Illinois|Rock Island County|20500|844.0|0.0|0.0|0.0|0.0|0.005924170616113744||||
G1701610020600|G17016100206|G17016100206|G17016100206|G1701610020600|G1701610020600|Illinois|Rock Island County|20600|1912.0|1636.0|1355.0|1616.0|1699.0|0.028242677824267783|0.019559902200488997|0.005904059040590406|0.03403465346534654|0.10417892878163626
G1701610020700|G17016100207|G17016100207|G17016100207|G1701610020700|G1701610020700|Illinois|Rock Island County|20700|1344.0|1250.0|1008.0|1036.0|1190.0|0.061755952380952384|0.06|0.07242063492063493|0.07432432432432433|0.041176470588235294
G1701610020800|G17016100208|G17016100208|G17016100208|G1701610020800|G1701610020800|Illinois|Rock Island County|20800|3469.0|0.0|3680.0|3669.0|3657.0|0.11386566733929086||0.17717391304347826|0.20059961842463886|0.20426579163248565
G1701610020900|G17016100209|G17016100209|G17016100209|G1701610020900|G1701610020900|Illinois|Rock Island County|20900|3219.0|3625.0|4056.0|4161.0|4200.0|0.1251941596769183|0.15558620689655173|0.1711045364891519|0.17543859649122806|0.18357142857142858
G1701610021000|G17016100210|G17016100210|G17016100210|G1701610021000|G1701610021000|Illinois|Rock Island County|21000|798.0|0.0|2027.0|2233.0|2474.0|0.02756892230576441||0.13320177602368033|0.2109270040304523|0.3088116410670978
G1701610021100|G17016100211|G17016100211|G17016100211|G1701610021100|G1701610021100|Illinois|Rock Island County|21100|1297.0|1904.0|2244.0|2326.0|2663.0|0.06784888203546646|0.13655462184873948|0.1929590017825312|0.26053310404127256|0.2647390161472024
G1701610021200|G17016100212|G17016100212|G17016100212|G1701610021200|G1701610021200|Illinois|Rock Island County|21200|2457.0|0.0|3267.0|3224.0|3282.0|0.22140822140822142||0.2473217018671564|0.22673697270471463|0.4323583180987203
G1701610021300|G17016100213|G17016100213|G17016100213|G1701610021300|G1701610021300|Illinois|Rock Island County|21300|2620.0|3302.0|2981.0|3131.0|3093.0|0.10954198473282442|0.10145366444579043|0.14693056021469306|0.19706164164803577|0.30294212738441645
G1701610021400|G17016100214|G17016100214|G17016100214|G1701610021400|G1701610021400|Illinois|Rock Island County|21400|941.0|922.0|870.0|739.0|869.0|0.005313496280552604|0.052060737527114966|0.0839080459770115|0.03382949932341001|0.10586881472957423
G1701610021500|G17016100215|G17016100215|G17016100215|G1701610021500|G1701610021500|Illinois|Rock Island County|21500|3383.0|3277.0|3206.0|3036.0|3037.0|0.1188294413242684|0.1422032346658529|0.21366188396756083|0.23583662714097497|0.2522225880803424
G1701610021600|G17016100216|G17016100216|G17016100216|G1701610021600|G1701610021600|Illinois|Rock Island County|21600|1871.0|1736.0|1895.0|1844.0|1816.0|0.12613575628006413|0.21889400921658986|0.22796833773087072|0.20932754880694143|0.30286343612334804
G1701610021700|G17016100217|G17016100217|G17016100217|G1701610021700|G1701610021700|Illinois|Rock Island County|21700|2857.0|2703.0|2568.0|2508.0|2672.0|0.07945397269863493|0.13392526822049575|0.10942367601246106|0.11004784688995216|0.18974550898203593
G1701610021800|G17016100218|G17016100218|G17016100218|G1701610021800|G1701610021800|Illinois|Rock Island County|21800|2918.0|3415.0|3494.0|3503.0|3309.0|0.16723783413296778|0.21054172767203513|0.3113909559244419|0.27633457036825576|0.2901178603807797
G1701610021900|G17016100219|G17016100219|G17016100219|G1701610021900|G1701610021900|Illinois|Rock Island County|21900|1511.0|1357.0|1262.0|1262.0|1304.0|0.03970880211780278|0.07295504789977893|0.060221870047543584|0.06259904912836767|0.059049079754601226
G1701610022000|G17016100220|G17016100220|G17016100220|G1701610022000|G1701610022000|Illinois|Rock Island County|22000|2743.0|2827.0|2711.0|2700.0|2798.0|0.14072183740430186|0.1563494870887867|0.20029509406123203|0.27555555555555555|0.31951393852751964
G1701610022100|G17016100221|G17016100221|G17016100221|G1701610022100|G1701610022100|Illinois|Rock Island County|22100|1359.0|1593.0|1874.0|1970.0|1964.0|0.08241353936718175|0.10860012554927809|0.20704375667022412|0.2482233502538071|0.2744399185336049
G1701610022200|G17016100222|G17016100222|G17016100222|G1701610022200|G1701610022200|Illinois|Rock Island County|22200|2684.0|2597.0|2476.0|2387.0|2357.0|0.045081967213114756|0.08355795148247978|0.11793214862681745|0.165060745705907|0.11115825201527366
G1701610022300|G17016100223|G17016100223|G17016100223|G1701610022300|G1701610022300|Illinois|Rock Island County|22300|446.0|222.0|111.0|1286.0|1275.0|0.06950672645739911|0.07657657657657657|0.0|0.07387247278382582|0.07529411764705882
G1701610022400|G17016100224|G17016100224|G17016100224|||Illinois|Rock Island County|22400|1425.0|964.0|943.0|0.0|0.0|0.017543859649122806|0.07157676348547717|0.044538706256627786||
G1701610022500|G17016100225|G17016100225|G17016100225|G1701610022500||Illinois|Rock Island County|22500|31.0|128.0|158.0|64.0|0.0|0.3548387096774194|0.21875|0.5189873417721519|0.078125|
G1701610022600|G17016100226|G17016100226|G17016100226|G1701610022600|G1701610022600|Illinois|Rock Island County|22600|346.0|410.0|287.0|1193.0|1465.0|0.06358381502890173|0.02926829268292683|0.10104529616724739|0.06370494551550712|0.0962457337883959
G1701610022700|G17016100227|G17016100227|G17016100227|G1701610022700||Illinois|Rock Island County|22700|1852.0|1347.0|1285.0|1351.0|0.0|0.03995680345572354|0.07498144023756496|0.09182879377431907|0.12509252405625462|
G1701610022800|G17016100228|G17016100228|G17016100228|G1701610022800|G1701610022800|Illinois|Rock Island County|22800|3086.0|2886.0|2708.0|2640.0|2787.0|0.10823071937783539|0.09875259875259876|0.17355982274741508|0.12462121212121212|0.15392895586652314
G1701610022900|G17016100229|G17016100229|G17016100229|G1701610022900|G1701610022900|Illinois|Rock Island County|22900|2462.0|2228.0|2185.0|2079.0|2122.0|0.05280259951259139|0.13689407540394974|0.15377574370709382|0.19865319865319866|0.20169651272384542
G1701610023000|G17016100230|G17016100230|G17016100230|G1701610023000|G1701610023000|Illinois|Rock Island County|23000|2788.0|3000.0|3144.0|3019.0|2927.0|0.19261119081779052|0.271|0.2970737913486005|0.2971182510765154|0.33344721557909124
G1701610023100|G17016100231|G17016100231|G17016100231|G1701610023100|G1701610023100|Illinois|Rock Island County|23100|2035.0|2016.0|1983.0|1897.0|1924.0|0.2594594594594595|0.28174603174603174|0.3363590519415028|0.3247232472324723|0.3477130977130977
G1701610023200|G17016100232|G17016100232|G17016100232|G1701610023200|G1701610023200|Illinois|Rock Island County|23200|3662.0|4020.0|4098.0|3881.0|3700.0|0.1851447296559257|0.20323383084577115|0.24133723767691556|0.28652409172893584|0.31027027027027027
G1701610023300|G17016100233|G17016100233|G17016100233|G1701610023300|G1701610023300|Illinois|Rock Island County|23300|2833.0|2671.0|2239.0|2247.0|2139.0|0.0709495234733498|0.10932235117933359|0.12148280482358195|0.19403649310191368|0.21084618980832165
G1701610023400|G17016100234|G17016100234|G17016100234|||Illinois|Rock Island County|23400|1890.0|1334.0|830.0|0.0|0.0|0.022222222222222223|0.04872563718140929|0.016867469879518072||
G1701610023500|G17016100235|G17016100235|G17016100235|G1701610023500|G1701610023500|Illinois|Rock Island County|23500|1682.0|1432.0|1340.0|1428.0|1253.0|0.09334126040428062|0.09497206703910614|0.13507462686567165|0.15126050420168066|0.20989624900239426
G1701610023600|G17016100236|G17016100236|G17016100236|G1701610023600|G1701610023600|Illinois|Rock Island County|23600|1520.0|1346.0|1109.0|1055.0|1001.0|0.006578947368421052|0.0|0.004508566275924256|0.021800947867298578|0.04195804195804196
G1701610023700|G17016100237|G17016100237|G17016100237|G1701610023700|G1701610023700|Illinois|Rock Island County|23700|1907.0|1674.0|1537.0|1488.0|1501.0|0.026219192448872573|0.04360812425328554|0.06506180871828236|0.04099462365591398|0.16055962691538975
G1701610023800|G17016100238|||||Illinois|Rock Island County|23800|3282.0|0.0|0.0|0.0|0.0|0.050578915295551495||||
G1701610023900|G17016100239|||||Illinois|Rock Island County|23900|2871.0|0.0|0.0|0.0|0.0|0.03343782654127482||||
G1701610024000|G17016100240|G17016100240|G17016100240|G1701610024000|G1701610024000|Illinois|Rock Island County|24000|2341.0|2457.0|2773.0|2739.0|2879.0|0.04015378043571124|0.06552706552706553|0.10349801658853228|0.17232566630156992|0.2563390065995137
G1701610024100|G17016100241|||||Illinois|Rock Island County|24100|4919.0|0.0|0.0|0.0|0.0|0.041471843870705426||||
G1701610024101||G1701610024101|G1701610024101|G1701610024101|G1701610024101|Illinois|Rock Island County|24101|0.0|0.0|2482.0|2727.0|2891.0|||0.14746172441579372|0.13604693802713605|0.21757177447250087
G1701610024102||G1701610024102|G1701610024102|G1701610024102|G1701610024102|Illinois|Rock Island County|24102|0.0|0.0|3234.0|4469.0|3674.0|||0.10946196660482375|0.11501454464085925|0.1864452912357104
G1701610024103||G1701610024103|G1701610024103|G1701610024103|G1701610024103|Illinois|Rock Island County|24103|0.0|2629.0|2505.0|2822.0|2659.0||0.10498288322556106|0.10099800399201597|0.16017009213323885|0.23617901466716812
G1701610024200||G17016100242|G17016100242|G1701610024200|G1701610024200|Illinois|Rock Island County|24200|0.0|2495.0|2711.0|2900.0|3159.0||0.12945891783567134|0.11066027296200664|0.14862068965517242|0.201329534662868
G1701610024300||G17016100243|G17016100243|G1701610024300|G1701610024300|Illinois|Rock Island County|24300|0.0|2701.0|2396.0|2216.0|2228.0||0.042947056645686786|0.0325542570951586|0.04828519855595668|0.09694793536804308
G1701610024400||G17016100244|G17016100244|G1701610024400|G1701610024400|Illinois|Rock Island County|24400|0.0|1367.0|1413.0|1301.0|1425.0||0.07388441843452817|0.05874026893135174|0.03689469638739431|0.05403508771929825
G1701610024500|||||G1701610024500|Illinois|Rock Island County|24500|0.0|0.0|0.0|0.0|1079.0|||||0.15755329008341057
G1701630500100|G17016305001|||||Illinois|St. Clair County|500100|829.0|0.0|0.0|0.0|0.0|0.028950542822677925||||
G1701630500200|G17016305002|||||Illinois|St. Clair County|500200|-1.0|0.0|0.0|0.0|0.0|||||
G1701630500300|G17016305003|||||Illinois|St. Clair County|500300|3297.0|0.0|0.0|0.0|0.0|0.011828935395814377||||
G1701630500400|G17016305004|G17016305004|G17016305004|G1701630500400|G1701630500400|Illinois|St. Clair County|500400|3154.0|2394.0|1866.0|1298.0|1162.0|0.02155992390615092|0.04553049289891395|0.06002143622722401|0.11093990755007704|0.04819277108433735
G1701630500500|G17016305005|G17016305005|G17016305005|G1701630500500|G1701630500500|Illinois|St. Clair County|500500|2685.0|1963.0|1644.0|1478.0|1611.0|0.06666666666666667|0.05196128374936322|0.03467153284671533|0.05006765899864682|0.03972687771570453
G1701630500600|G17016305006|G17016305006|G17016305006|G1701630500600||Illinois|St. Clair County|500600|2256.0|1280.0|976.0|738.0|0.0|0.020390070921985817|0.05390625|0.06864754098360656|0.05962059620596206|
G1701630500700|G17016305007|||||Illinois|St. Clair County|500700|232.0|0.0|0.0|0.0|0.0|0.125||||
G1701630500800|G17016305008|G17016305008|G17016305008|||Illinois|St. Clair County|500800|571.0|163.0|0.0|0.0|0.0|0.02626970227670753|0.0|||
G1701630500900|G17016305009|G17016305009|G17016305009|G1701630500900|G1701630500900|Illinois|St. Clair County|500900|4959.0|3928.0|3447.0|2405.0|1885.0|0.023996773543053036|0.05269857433808554|0.034232666086451986|0.05571725571725572|0.10344827586206896
G1701630501000|G17016305010|G17016305010|G17016305010|||Illinois|St. Clair County|501000|4450.0|2701.0|2135.0|0.0|0.0|0.018202247191011236|0.04998148833765272|0.05152224824355972||
G1701630501100|G17016305011|G17016305011|G17016305011|G1701630501100|G1701630501100|Illinois|St. Clair County|501100|2369.0|1836.0|1713.0|1366.0|960.0|0.043478260869565216|0.12527233115468409|0.08639813193228255|0.06881405563689605|0.1375
G1701630501200|G17016305012|G17016305012|G17016305012|G1701630501200|G1701630501200|Illinois|St. Clair County|501200|4177.0|3521.0|3321.0|2803.0|2270.0|0.05003591094086665|0.1172962226640159|0.09906654622101776|0.13414199072422406|0.0947136563876652
G1701630501300|G17016305013|G17016305013|G17016305013|G1701630501300|G1701630501300|Illinois|St. Clair County|501300|3933.0|3437.0|3269.0|2833.0|2736.0|0.033562166285278416|0.08466686063427407|0.07769960232486998|0.11189551711966114|0.059941520467836254
G1701630501400|G17016305014|G17016305014|G17016305014|G1701630501400|G1701630501400|Illinois|St. Clair County|501400|2417.0|2000.0|2064.0|1911.0|1823.0|0.05378568473314026|0.049|0.10174418604651163|0.09000523286237572|0.1321996708721887
G1701630501501|G1701630501501|G1701630501501|G1701630501501|G1701630501501|G1701630501501|Illinois|St. Clair County|501501|1858.0|0.0|1466.0|1291.0|1163.0|0.15231431646932186||0.3178717598908595|0.29124709527498066|0.293207222699914
G1701630501502|G1701630501502|G1701630501502|G1701630501502|G1701630501502|G1701630501502|Illinois|St. Clair County|501502|2164.0|2108.0|2173.0|2053.0|1885.0|0.18622920517560074|0.22248576850094876|0.24942475839852737|0.24062347783731125|0.26684350132625995
G1701630501601|G1701630501601|G1701630501601|G1701630501601|G1701630501601||Illinois|St. Clair County|501601|4890.0|5457.0|5951.0|5480.0|0.0|0.14008179959100203|0.17170606560381163|0.205007561754327|0.2010948905109489|
G1701630501602|G1701630501602|G1701630501602|G1701630501602|G1701630501602|G1701630501602|Illinois|St. Clair County|501602|3811.0|4226.0|4210.0|3967.0|3723.0|0.07635791130936762|0.10459062943681968|0.12779097387173396|0.14771867910259642|0.12248186946011282
G1701630501603|G1701630501603|G1701630501603|G1701630501603|G1701630501603|G1701630501603|Illinois|St. Clair County|501603|4293.0|4221.0|4702.0|4611.0|4075.0|0.03820172373631493|0.07983890073442312|0.10357294768183752|0.12383430926046411|0.15042944785276074
G1701630501604|||||G1701630501604|Illinois|St. Clair County|501604|0.0|0.0|0.0|0.0|3289.0|||||0.21921556704165399
G1701630501605|||||G1701630501605|Illinois|St. Clair County|501605|0.0|0.0|0.0|0.0|1824.0|||||0.35526315789473684
G1701630501700|G17016305017|G17016305017|G17016305017|G1701630501700|G1701630501700|Illinois|St. Clair County|501700|2734.0|2577.0|2754.0|2259.0|2188.0|0.052304316020482806|0.0807140085370586|0.06100217864923747|0.06108897742363878|0.12248628884826325
G1701630501800|G17016305018|G17016305018|G17016305018|G1701630501800|G1701630501800|Illinois|St. Clair County|501800|4730.0|4488.0|4593.0|4136.0|3929.0|0.05391120507399577|0.09959893048128342|0.1389070324406706|0.1317698259187621|0.16645456859251717
G1701630501900|G17016305019|G17016305019|G17016305019|G1701630501900|G1701630501900|Illinois|St. Clair County|501900|3009.0|2691.0|2737.0|2601.0|2310.0|0.08441342638750415|0.17279821627647715|0.2093533065400073|0.23875432525951557|0.23766233766233766
G1701630502000|G17016305020|||||Illinois|St. Clair County|502000|75.0|0.0|0.0|0.0|0.0|0.0||||
G1701630502100|G17016305021|G17016305021|G17016305021|G1701630502100|G1701630502100|Illinois|St. Clair County|502100|1516.0|1506.0|1442.0|1508.0|1365.0|0.0158311345646438|0.02390438247011952|0.043689320388349516|0.055039787798408485|0.046153846153846156
G1701630502200|G17016305022|G17016305022|G17016305022|G1701630502200|G1701630502200|Illinois|St. Clair County|502200|3428.0|2725.0|2228.0|1899.0|1401.0|0.010793465577596266|0.028623853211009173|0.03052064631956912|0.047919957872564506|0.0635260528194147
G1701630502300|G17016305023|G17016305023|G17016305023|G1701630502300|G1701630502300|Illinois|St. Clair County|502300|162.0|123.0|142.0|4135.0|3551.0|0.0|0.0|0.0|0.03796856106408706|0.06646015206983948
G1701630502401|G1701630502401|G1701630502401|G1701630502401|G1701630502401|G1701630502401|Illinois|St. Clair County|502401|1942.0|1391.0|1224.0|898.0|965.0|0.013903192584963954|0.04529115744069015|0.04003267973856209|0.015590200445434299|0.029015544041450778
G1701630502402|G1701630502402|||||Illinois|St. Clair County|502402|3917.0|0.0|0.0|0.0|0.0|0.036507531273934135||||
G1701630502403||G1701630502403|G1701630502403|||Illinois|St. Clair County|502403|0.0|0.0|0.0|0.0|0.0|||||
G1701630502404||G1701630502404|G1701630502404|G1701630502404|G1701630502404|Illinois|St. Clair County|502404|0.0|3598.0|3570.0|2534.0|2455.0||0.03807670928293496|0.0761904761904762|0.0473559589581689|0.07291242362525459
G1701630502500|G17016305025|G17016305025|G17016305025|G1701630502500|G1701630502500|Illinois|St. Clair County|502500|1545.0|1024.0|1373.0|1144.0|870.0|0.008414239482200648|0.044921875|0.05753823743627094|0.04020979020979021|0.052873563218390804
G1701630502601|G1701630502601|G1701630502601|G1701630502601|||Illinois|St. Clair County|502601|4291.0|4153.0|4417.0|0.0|0.0|0.030529014215800513|0.03635925836744522|0.03916685533167308||
